mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.007325649261474609,0.00042186377205199105,0.0015447139739990234,7.409622144469023e-05,0.6,1.5,40,4,8,0.03,0.0,1.0,"{'subsample': 0.6, 'reg_lambda': 1.5, 'n_estimators': 40, 'min_child_weight': 4, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 1.0}",-0.07597196276982628,-0.08401442162195845,-0.10593231519063318,-0.029850675423940043,-0.07394234375158948,0.02771732127466614,43
0.07295572757720947,0.02122992976604009,0.0020759105682373047,0.0006261306763571499,1.0,1.0,300,1,4,0.03,0.0,1.0,"{'subsample': 1.0, 'reg_lambda': 1, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 1.0}",-0.06474400901794435,-0.0776827022234599,-0.1064714590708415,-0.04785589838027956,-0.07418851717313132,0.021430137735907778,44
0.03554636240005493,0.005870280486392159,0.0021142959594726562,0.0007861305023249285,1.0,2.0,100,1,3,0.01,0.0,1.0,"{'subsample': 1.0, 'reg_lambda': 2, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 1.0}",-0.07544902308781942,-0.07512581936518355,-0.10600564877192183,-0.04053001070022585,-0.07427762548128765,0.023171429447485715,45
0.005045533180236816,0.0005182342078800307,0.001798093318939209,0.0002710552071877599,0.8,1.5,10,2,8,0.03,0.0,0.6,"{'subsample': 0.8, 'reg_lambda': 1.5, 'n_estimators': 10, 'min_child_weight': 2, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6}",-0.07791267013549807,-0.08393516731262211,-0.1006064613660177,-0.035149071375528994,-0.07440084254741672,0.024138518386247674,46
0.009888172149658203,0.00028401592595872456,0.0015397071838378906,3.8592154870802833e-05,0.6,2.0,60,4,6,0.1,0.1,0.9,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 60, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.9}",-0.0748761909802755,-0.08293810081481938,-0.10739894707997644,-0.03251347319285077,-0.07443167801698052,0.027002470006185508,47
0.025715231895446777,0.004871280402165349,0.0027171969413757324,0.0009050259878246972,0.6,2.0,100,1,8,0.1,0.4,0.8,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.4, 'colsample_bytree': 0.8}",-0.07572782214482628,-0.08375041278203332,-0.10407986243565881,-0.03454110399882001,-0.0745248003403346,0.02529207808274869,48
0.014340758323669434,0.0004155685931432866,0.001459658145904541,3.755579833560771e-05,0.6,2.0,100,1,6,0.1,0.6,0.9,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.6, 'colsample_bytree': 0.9}",-0.07572782214482628,-0.08375041278203332,-0.10407986243565881,-0.03454110399882001,-0.0745248003403346,0.02529207808274869,48
0.01130443811416626,0.0005899649884944019,0.0016088485717773438,6.585231644727604e-05,1.0,1.5,60,1,2,0.01,0.0,1.0,"{'subsample': 1.0, 'reg_lambda': 1.5, 'n_estimators': 60, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 1.0}",-0.07611180686950685,-0.07909795236587529,-0.10666237274805708,-0.03665429814656577,-0.07463160753250125,0.024951879562154246,50
0.009272336959838867,0.0006624984810538618,0.003482341766357422,0.0007972207492290461,1.0,1.5,10,2,8,0.03,0.0,0.6,"{'subsample': 1.0, 'reg_lambda': 1.5, 'n_estimators': 10, 'min_child_weight': 2, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6}",-0.07849000072479251,-0.08333858442306523,-0.10182251532872522,-0.03491486485799156,-0.07464149133364363,0.024532954211106576,51
0.03658735752105713,0.001138566526588442,0.0015546679496765137,6.536787342125645e-05,0.6,1.5,300,2,8,0.1,0.1,0.9,"{'subsample': 0.6, 'reg_lambda': 1.5, 'n_estimators': 300, 'min_child_weight': 2, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.9}",-0.07601869281133018,-0.08211015256245935,-0.10817231734593713,-0.03274885193506879,-0.07476250366369885,0.02709671814708646,52
